,,,S01,S01,S02,S02,S03,S03,S04,S04,S05,S05,S06,S06,S07,S07,S08,S08,S09,S09,S10,S10,S11,S11,S12,S12,S13,S13,S14,S14,S15,S15,S16,S16,S17,S17,S18,S18,S19,S19,S20,S20,S21,S21,S22,S22,S23,S23,S24,S24,S25,S25,S26,S26,S27,S27,S28,S28,S29,S29,S30,S30,S31,S31,S32,S32,S33,S33,S34,S34,S35,S35,S36,S36,S37,S37,S38,S38,S39,S39,S40,S40,S41,S41,S42,S42,S43,S43,S44,S44,S45,S45,S46,S46,S47,S47,S48,S48,S49,S49,S50,S50,S51,S51
1400000US25005642300,25005642300,"Census Tract 6423, Bristol County, Massachusetts",891,100.0,845,94.8,46,5.2,845,100.0,713,84.4,490,58.0,223,26.4,132,15.6,46,100.0,13,28.3,0,0.0,14,30.4,3,6.5,8,17.4,0,0.0,8,17.4,845,100.0,713,84.4,706,83.6,685,81.1,5,0.6,1,0.1,11,1.3,0,0.0,1,0.1,3,0.4,7,0.8,7,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,132,15.6,129,15.3,123,14.6,2,0.2,0,0.0,4,0.5,0,0.0,0,0.0,0,0.0,3,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,1,0.1
1400000US25005642400,25005642400,"Census Tract 6424, Bristol County, Massachusetts",1369,100.0,1268,92.6,101,7.4,1268,100.0,638,50.3,444,35.0,194,15.3,630,49.7,101,100.0,66,65.3,0,0.0,9,8.9,1,1.0,2,2.0,0,0.0,23,22.8,1268,100.0,638,50.3,635,50.1,622,49.1,6,0.5,0,0.0,4,0.3,0,0.0,0,0.0,3,0.2,3,0.2,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,630,49.7,593,46.8,546,43.1,22,1.7,2,0.2,10,0.8,1,0.1,0,0.0,12,0.9,37,2.9,16,1.3,2,0.2,1,0.1,1,0.1,0,0.0,13,1.0,4,0.3
1400000US25005642500,25005642500,"Census Tract 6425, Bristol County, Massachusetts",1876,100.0,1786,95.2,90,4.8,1786,100.0,1293,72.4,1004,56.2,289,16.2,493,27.6,90,100.0,34,37.8,1,1.1,11,12.2,4,4.4,12,13.3,0,0.0,28,31.1,1786,100.0,1293,72.4,1284,71.9,1254,70.2,12,0.7,1,0.1,6,0.3,1,0.1,1,0.1,9,0.5,9,0.5,7,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,493,27.6,478,26.8,442,24.7,26,1.5,0,0.0,7,0.4,0,0.0,0,0.0,3,0.2,15,0.8,11,0.6,0,0.0,1,0.1,0,0.0,0,0.0,3,0.2,0,0.0
1400000US25005644101,25005644101,"Census Tract 6441.01, Bristol County, Massachusetts",2481,100.0,2367,95.4,114,4.6,2367,100.0,1938,81.9,1279,54.0,659,27.8,429,18.1,114,100.0,29,25.4,0,0.0,11,9.6,6,5.3,25,21.9,0,0.0,43,37.7,2367,100.0,1938,81.9,1931,81.6,1896,80.1,5,0.2,4,0.2,12,0.5,0,0.0,1,0.0,13,0.5,7,0.3,7,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,429,18.1,424,17.9,415,17.5,0,0.0,0,0.0,6,0.3,0,0.0,1,0.0,2,0.1,5,0.2,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,0,0.0
1400000US25005644102,25005644102,"Census Tract 6441.02, Bristol County, Massachusetts",1924,100.0,1861,96.7,63,3.3,1861,100.0,1540,82.8,1103,59.3,437,23.5,321,17.2,63,100.0,16,25.4,2,3.2,12,19.0,5,7.9,14,22.2,0,0.0,14,22.2,1861,100.0,1540,82.8,1533,82.4,1505,80.9,0,0.0,1,0.1,11,0.6,1,0.1,2,0.1,13,0.7,7,0.4,5,0.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,0,0.0,321,17.2,319,17.1,312,16.8,1,0.1,0,0.0,1,0.1,0,0.0,2,0.1,3,0.2,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25005644200,25005644200,"Census Tract 6442, Bristol County, Massachusetts",2989,100.0,2859,95.7,130,4.3,2859,100.0,2307,80.7,1506,52.7,801,28.0,552,19.3,130,100.0,27,20.8,0,0.0,22,16.9,9,6.9,20,15.4,1,0.8,51,39.2,2859,100.0,2307,80.7,2290,80.1,2264,79.2,3,0.1,1,0.0,15,0.5,0,0.0,3,0.1,4,0.1,17,0.6,12,0.4,0,0.0,0,0.0,0,0.0,0,0.0,4,0.1,1,0.0,552,19.3,550,19.2,539,18.9,2,0.1,1,0.0,5,0.2,0,0.0,1,0.0,2,0.1,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25005645101,25005645101,"Census Tract 6451.01, Bristol County, Massachusetts",2184,100.0,2042,93.5,142,6.5,2042,100.0,1690,82.8,1181,57.8,509,24.9,352,17.2,142,100.0,11,7.7,3,2.1,34,23.9,21,14.8,36,25.4,0,0.0,37,26.1,2042,100.0,1690,82.8,1684,82.5,1665,81.5,5,0.2,0,0.0,6,0.3,0,0.0,0,0.0,8,0.4,6,0.3,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,352,17.2,348,17.0,343,16.8,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.2,4,0.2,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0
1400000US25005645102,25005645102,"Census Tract 6451.02, Bristol County, Massachusetts",2031,100.0,1965,96.8,66,3.2,1965,100.0,1747,88.9,1250,63.6,497,25.3,218,11.1,66,100.0,11,16.7,0,0.0,18,27.3,5,7.6,7,10.6,0,0.0,25,37.9,1965,100.0,1747,88.9,1739,88.5,1710,87.0,7,0.4,1,0.1,8,0.4,0,0.0,1,0.1,12,0.6,8,0.4,7,0.4,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,218,11.1,215,10.9,209,10.6,0,0.0,1,0.1,2,0.1,0,0.0,0,0.0,3,0.2,3,0.2,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25005645103,25005645103,"Census Tract 6451.03, Bristol County, Massachusetts",2128,100.0,2072,97.4,56,2.6,2072,100.0,1740,84.0,1298,62.6,442,21.3,332,16.0,56,100.0,12,21.4,1,1.8,7,12.5,4,7.1,10,17.9,0,0.0,22,39.3,2072,100.0,1740,84.0,1725,83.3,1692,81.7,11,0.5,2,0.1,10,0.5,0,0.0,2,0.1,8,0.4,15,0.7,12,0.6,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,332,16.0,329,15.9,318,15.3,3,0.1,0,0.0,1,0.0,0,0.0,4,0.2,3,0.1,3,0.1,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25005646101,25005646101,"Census Tract 6461.01, Bristol County, Massachusetts",3058,100.0,2891,94.5,167,5.5,2891,100.0,2267,78.4,1572,54.4,695,24.0,624,21.6,167,100.0,35,21.0,5,3.0,21,12.6,7,4.2,44,26.3,0,0.0,55,32.9,2891,100.0,2267,78.4,2258,78.1,2219,76.8,8,0.3,1,0.0,12,0.4,0,0.0,8,0.3,10,0.3,9,0.3,8,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,624,21.6,618,21.4,606,21.0,2,0.1,1,0.0,3,0.1,0,0.0,0,0.0,6,0.2,6,0.2,6,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25005646103,25005646103,"Census Tract 6461.03, Bristol County, Massachusetts",2207,100.0,2092,94.8,115,5.2,2092,100.0,1777,84.9,1324,63.3,453,21.7,315,15.1,115,100.0,12,10.4,0,0.0,18,15.7,6,5.2,54,47.0,0,0.0,25,21.7,2092,100.0,1777,84.9,1770,84.6,1748,83.6,3,0.1,0,0.0,6,0.3,1,0.0,4,0.2,8,0.4,7,0.3,6,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,315,15.1,309,14.8,301,14.4,1,0.0,0,0.0,2,0.1,1,0.0,0,0.0,4,0.2,6,0.3,6,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25005646104,25005646104,"Census Tract 6461.04, Bristol County, Massachusetts",1928,100.0,1171,60.7,757,39.3,1171,100.0,952,81.3,548,46.8,404,34.5,219,18.7,757,100.0,28,3.7,2,0.3,20,2.6,8,1.1,678,89.6,0,0.0,21,2.8,1171,100.0,952,81.3,950,81.1,938,80.1,3,0.3,0,0.0,4,0.3,0,0.0,1,0.1,4,0.3,2,0.2,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,219,18.7,213,18.2,209,17.8,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,3,0.3,6,0.5,6,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25005650101,25005650101,"Census Tract 6501.01, Bristol County, Massachusetts",2191,100.0,2092,95.5,99,4.5,2092,100.0,1726,82.5,1233,58.9,493,23.6,366,17.5,99,100.0,21,21.2,0,0.0,37,37.4,2,2.0,11,11.1,0,0.0,28,28.3,2092,100.0,1726,82.5,1700,81.3,1634,78.1,23,1.1,1,0.0,5,0.2,0,0.0,22,1.1,15,0.7,26,1.2,17,0.8,1,0.0,2,0.1,0,0.0,0,0.0,4,0.2,2,0.1,366,17.5,351,16.8,317,15.2,8,0.4,1,0.0,0,0.0,0,0.0,12,0.6,13,0.6,15,0.7,9,0.4,1,0.0,0,0.0,0,0.0,0,0.0,5,0.2,0,0.0
1400000US25005650102,25005650102,"Census Tract 6501.02, Bristol County, Massachusetts",2121,100.0,1971,92.9,150,7.1,1971,100.0,1260,63.9,915,46.4,345,17.5,711,36.1,150,100.0,91,60.7,3,2.0,35,23.3,1,0.7,2,1.3,0,0.0,18,12.0,1971,100.0,1260,63.9,1231,62.5,1145,58.1,17,0.9,3,0.2,12,0.6,0,0.0,27,1.4,27,1.4,29,1.5,16,0.8,3,0.2,0,0.0,0,0.0,0,0.0,8,0.4,2,0.1,711,36.1,538,27.3,445,22.6,33,1.7,2,0.1,15,0.8,0,0.0,18,0.9,25,1.3,173,8.8,74,3.8,16,0.8,5,0.3,1,0.1,0,0.0,71,3.6,6,0.3
1400000US25005650201,25005650201,"Census Tract 6502.01, Bristol County, Massachusetts",1320,100.0,1226,92.9,94,7.1,1226,100.0,903,73.7,618,50.4,285,23.2,323,26.3,94,100.0,44,46.8,1,1.1,5,5.3,4,4.3,3,3.2,0,0.0,37,39.4,1226,100.0,903,73.7,897,73.2,857,69.9,11,0.9,2,0.2,6,0.5,0,0.0,13,1.1,8,0.7,6,0.5,5,0.4,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,323,26.3,295,24.1,263,21.5,8,0.7,1,0.1,9,0.7,0,0.0,8,0.7,6,0.5,28,2.3,16,1.3,2,0.2,0,0.0,0,0.0,0,0.0,8,0.7,2,0.2
1400000US25005650202,25005650202,"Census Tract 6502.02, Bristol County, Massachusetts",964,100.0,916,95.0,48,5.0,916,100.0,610,66.6,373,40.7,237,25.9,306,33.4,48,100.0,13,27.1,1,2.1,9,18.8,3,6.3,5,10.4,0,0.0,17,35.4,916,100.0,610,66.6,601,65.6,585,63.9,9,1.0,0,0.0,1,0.1,0,0.0,4,0.4,2,0.2,9,1.0,7,0.8,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,306,33.4,267,29.1,234,25.5,13,1.4,2,0.2,2,0.2,0,0.0,7,0.8,9,1.0,39,4.3,21,2.3,3,0.3,0,0.0,0,0.0,0,0.0,11,1.2,4,0.4
1400000US25005650300,25005650300,"Census Tract 6503, Bristol County, Massachusetts",1571,100.0,1460,92.9,111,7.1,1460,100.0,725,49.7,499,34.2,226,15.5,735,50.3,111,100.0,56,50.5,3,2.7,5,4.5,1,0.9,4,3.6,0,0.0,42,37.8,1460,100.0,725,49.7,710,48.6,684,46.8,11,0.8,1,0.1,3,0.2,0,0.0,4,0.3,7,0.5,15,1.0,8,0.5,0,0.0,0,0.0,0,0.0,0,0.0,4,0.3,3,0.2,735,50.3,692,47.4,640,43.8,22,1.5,0,0.0,4,0.3,0,0.0,10,0.7,16,1.1,43,2.9,20,1.4,8,0.5,3,0.2,0,0.0,0,0.0,9,0.6,3,0.2
1400000US25005650400,25005650400,"Census Tract 6504, Bristol County, Massachusetts",1721,100.0,1572,91.3,149,8.7,1572,100.0,432,27.5,285,18.1,147,9.4,1140,72.5,149,100.0,91,61.1,2,1.3,20,13.4,3,2.0,2,1.3,0,0.0,31,20.8,1572,100.0,432,27.5,416,26.5,393,25.0,8,0.5,1,0.1,2,0.1,0,0.0,5,0.3,7,0.4,16,1.0,10,0.6,1,0.1,0,0.0,0,0.0,0,0.0,5,0.3,0,0.0,1140,72.5,1047,66.6,960,61.1,29,1.8,2,0.1,3,0.2,0,0.0,21,1.3,32,2.0,93,5.9,50,3.2,6,0.4,1,0.1,0,0.0,0,0.0,30,1.9,6,0.4
1400000US25005650500,25005650500,"Census Tract 6505, Bristol County, Massachusetts",1475,100.0,1332,90.3,143,9.7,1332,100.0,457,34.3,281,21.1,176,13.2,875,65.7,143,100.0,89,62.2,5,3.5,9,6.3,4,2.8,1,0.7,0,0.0,35,24.5,1332,100.0,457,34.3,443,33.3,428,32.1,4,0.3,0,0.0,3,0.2,0,0.0,4,0.3,4,0.3,14,1.1,5,0.4,0,0.0,0,0.0,0,0.0,0,0.0,8,0.6,1,0.1,875,65.7,790,59.3,721,54.1,20,1.5,0,0.0,9,0.7,2,0.2,12,0.9,26,2.0,85,6.4,22,1.7,6,0.5,6,0.5,1,0.1,0,0.0,45,3.4,5,0.4
1400000US25005650600,25005650600,"Census Tract 6506, Bristol County, Massachusetts",1360,100.0,1197,88.0,163,12.0,1197,100.0,182,15.2,104,8.7,78,6.5,1015,84.8,163,100.0,127,77.9,3,1.8,0,0.0,0,0.0,1,0.6,0,0.0,32,19.6,1197,100.0,182,15.2,170,14.2,164,13.7,3,0.3,0,0.0,0,0.0,0,0.0,2,0.2,1,0.1,12,1.0,6,0.5,1,0.1,0,0.0,0,0.0,0,0.0,5,0.4,0,0.0,1015,84.8,880,73.5,781,65.2,38,3.2,2,0.2,8,0.7,0,0.0,27,2.3,24,2.0,135,11.3,47,3.9,7,0.6,9,0.8,0,0.0,0,0.0,63,5.3,9,0.8
1400000US25005650700,25005650700,"Census Tract 6507, Bristol County, Massachusetts",1052,100.0,887,84.3,165,15.7,887,100.0,126,14.2,76,8.6,50,5.6,761,85.8,165,100.0,114,69.1,2,1.2,2,1.2,1,0.6,2,1.2,0,0.0,44,26.7,887,100.0,126,14.2,114,12.9,98,11.0,6,0.7,1,0.1,0,0.0,0,0.0,8,0.9,1,0.1,12,1.4,5,0.6,0,0.0,0,0.0,0,0.0,0,0.0,5,0.6,2,0.2,761,85.8,476,53.7,354,39.9,44,5.0,8,0.9,5,0.6,0,0.0,40,4.5,25,2.8,285,32.1,69,7.8,17,1.9,63,7.1,1,0.1,1,0.1,120,13.5,14,1.6
1400000US25005650800,25005650800,"Census Tract 6508, Bristol County, Massachusetts",1713,100.0,1526,89.1,187,10.9,1526,100.0,305,20.0,192,12.6,113,7.4,1221,80.0,187,100.0,144,77.0,10,5.3,5,2.7,4,2.1,6,3.2,0,0.0,18,9.6,1526,100.0,305,20.0,281,18.4,244,16.0,11,0.7,0,0.0,3,0.2,1,0.1,12,0.8,10,0.7,24,1.6,10,0.7,0,0.0,2,0.1,0,0.0,0,0.0,11,0.7,1,0.1,1221,80.0,1004,65.8,841,55.1,66,4.3,5,0.3,7,0.5,0,0.0,53,3.5,32,2.1,217,14.2,61,4.0,8,0.5,7,0.5,0,0.0,1,0.1,128,8.4,12,0.8
1400000US25005650900,25005650900,"Census Tract 6509, Bristol County, Massachusetts",1157,100.0,1078,93.2,79,6.8,1078,100.0,278,25.8,207,19.2,71,6.6,800,74.2,79,100.0,37,46.8,7,8.9,5,6.3,1,1.3,4,5.1,0,0.0,25,31.6,1078,100.0,278,25.8,260,24.1,226,21.0,9,0.8,1,0.1,6,0.6,0,0.0,12,1.1,6,0.6,18,1.7,11,1.0,2,0.2,0,0.0,0,0.0,0,0.0,4,0.4,1,0.1,800,74.2,464,43.0,323,30.0,48,4.5,4,0.4,11,1.0,0,0.0,48,4.5,30,2.8,336,31.2,103,9.6,27,2.5,6,0.6,1,0.1,0,0.0,171,15.9,28,2.6
1400000US25005651001,25005651001,"Census Tract 6510.01, Bristol County, Massachusetts",1245,100.0,1185,95.2,60,4.8,1185,100.0,688,58.1,488,41.2,200,16.9,497,41.9,60,100.0,23,38.3,1,1.7,13,21.7,3,5.0,13,21.7,0,0.0,7,11.7,1185,100.0,688,58.1,668,56.4,582,49.1,20,1.7,3,0.3,8,0.7,0,0.0,33,2.8,22,1.9,20,1.7,12,1.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.4,3,0.3,497,41.9,473,39.9,388,32.7,21,1.8,4,0.3,17,1.4,2,0.2,27,2.3,14,1.2,24,2.0,13,1.1,0,0.0,1,0.1,0,0.0,0,0.0,10,0.8,0,0.0
1400000US25005651002,25005651002,"Census Tract 6510.02, Bristol County, Massachusetts",1583,100.0,1497,94.6,86,5.4,1497,100.0,972,64.9,719,48.0,253,16.9,525,35.1,86,100.0,33,38.4,6,7.0,16,18.6,1,1.2,6,7.0,0,0.0,24,27.9,1497,100.0,972,64.9,939,62.7,825,55.1,40,2.7,4,0.3,8,0.5,1,0.1,26,1.7,35,2.3,33,2.2,16,1.1,2,0.1,1,0.1,1,0.1,0,0.0,13,0.9,0,0.0,525,35.1,394,26.3,281,18.8,46,3.1,5,0.3,7,0.5,0,0.0,34,2.3,21,1.4,131,8.8,53,3.5,6,0.4,1,0.1,0,0.0,0,0.0,66,4.4,5,0.3
1400000US25005651100,25005651100,"Census Tract 6511, Bristol County, Massachusetts",1883,100.0,1624,86.2,259,13.8,1624,100.0,524,32.3,404,24.9,120,7.4,1100,67.7,259,100.0,156,60.2,7,2.7,24,9.3,12,4.6,1,0.4,0,0.0,59,22.8,1624,100.0,524,32.3,478,29.4,409,25.2,24,1.5,0,0.0,5,0.3,0,0.0,21,1.3,19,1.2,46,2.8,23,1.4,2,0.1,0,0.0,0,0.0,0,0.0,18,1.1,3,0.2,1100,67.7,852,52.5,657,40.5,69,4.2,4,0.2,4,0.2,0,0.0,66,4.1,52,3.2,248,15.3,108,6.7,21,1.3,5,0.3,0,0.0,0,0.0,91,5.6,23,1.4
1400000US25005651200,25005651200,"Census Tract 6512, Bristol County, Massachusetts",957,100.0,807,84.3,150,15.7,807,100.0,65,8.1,46,5.7,19,2.4,742,91.9,150,100.0,114,76.0,2,1.3,4,2.7,1,0.7,2,1.3,0,0.0,27,18.0,807,100.0,65,8.1,57,7.1,49,6.1,4,0.5,0,0.0,1,0.1,0,0.0,1,0.1,2,0.2,8,1.0,5,0.6,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4,0,0.0,742,91.9,591,73.2,468,58.0,60,7.4,6,0.7,6,0.7,0,0.0,27,3.3,24,3.0,151,18.7,33,4.1,8,1.0,15,1.9,0,0.0,1,0.1,86,10.7,8,1.0
1400000US25005651300,25005651300,"Census Tract 6513, Bristol County, Massachusetts",1086,100.0,938,86.4,148,13.6,938,100.0,248,26.4,191,20.4,57,6.1,690,73.6,148,100.0,88,59.5,2,1.4,11,7.4,0,0.0,2,1.4,0,0.0,45,30.4,938,100.0,248,26.4,221,23.6,174,18.6,10,1.1,0,0.0,3,0.3,0,0.0,19,2.0,15,1.6,27,2.9,12,1.3,2,0.2,0,0.0,0,0.0,0,0.0,10,1.1,3,0.3,690,73.6,567,60.4,415,44.2,54,5.8,7,0.7,7,0.7,1,0.1,43,4.6,40,4.3,123,13.1,34,3.6,16,1.7,4,0.4,0,0.0,0,0.0,59,6.3,10,1.1
1400000US25005651400,25005651400,"Census Tract 6514, Bristol County, Massachusetts",1400,100.0,1210,86.4,190,13.6,1210,100.0,487,40.2,379,31.3,108,8.9,723,59.8,190,100.0,100,52.6,5,2.6,16,8.4,19,10.0,1,0.5,0,0.0,49,25.8,1210,100.0,487,40.2,446,36.9,319,26.4,54,4.5,6,0.5,0,0.0,0,0.0,38,3.1,29,2.4,41,3.4,14,1.2,6,0.5,0,0.0,0,0.0,0,0.0,18,1.5,3,0.2,723,59.8,633,52.3,436,36.0,79,6.5,3,0.2,4,0.3,1,0.1,45,3.7,65,5.4,90,7.4,34,2.8,7,0.6,3,0.2,0,0.0,0,0.0,35,2.9,11,0.9
1400000US25005651500,25005651500,"Census Tract 6515, Bristol County, Massachusetts",1330,100.0,1213,91.2,117,8.8,1213,100.0,568,46.8,435,35.9,133,11.0,645,53.2,117,100.0,46,39.3,0,0.0,17,14.5,7,6.0,3,2.6,0,0.0,44,37.6,1213,100.0,568,46.8,517,42.6,352,29.0,57,4.7,5,0.4,6,0.5,0,0.0,63,5.2,34,2.8,51,4.2,26,2.1,6,0.5,1,0.1,1,0.1,0,0.0,15,1.2,2,0.2,645,53.2,466,38.4,294,24.2,68,5.6,3,0.2,4,0.3,0,0.0,54,4.5,43,3.5,179,14.8,70,5.8,18,1.5,3,0.2,0,0.0,0,0.0,78,6.4,10,0.8
1400000US25005651600,25005651600,"Census Tract 6516, Bristol County, Massachusetts",1694,100.0,1526,90.1,168,9.9,1526,100.0,919,60.2,742,48.6,177,11.6,607,39.8,168,100.0,53,31.5,3,1.8,26,15.5,9,5.4,3,1.8,0,0.0,74,44.0,1526,100.0,919,60.2,873,57.2,677,44.4,68,4.5,6,0.4,5,0.3,0,0.0,80,5.2,37,2.4,46,3.0,19,1.2,4,0.3,0,0.0,0,0.0,0,0.0,20,1.3,3,0.2,607,39.8,544,35.6,356,23.3,67,4.4,5,0.3,8,0.5,0,0.0,66,4.3,42,2.8,63,4.1,18,1.2,9,0.6,0,0.0,0,0.0,0,0.0,33,2.2,3,0.2
1400000US25005651700,25005651700,"Census Tract 6517, Bristol County, Massachusetts",1006,100.0,921,91.6,85,8.4,921,100.0,198,21.5,156,16.9,42,4.6,723,78.5,85,100.0,50,58.8,1,1.2,9,10.6,4,4.7,0,0.0,0,0.0,21,24.7,921,100.0,198,21.5,179,19.4,109,11.8,29,3.1,1,0.1,0,0.0,0,0.0,23,2.5,17,1.8,19,2.1,7,0.8,1,0.1,0,0.0,0,0.0,0,0.0,10,1.1,1,0.1,723,78.5,613,66.6,354,38.4,117,12.7,7,0.8,7,0.8,1,0.1,77,8.4,50,5.4,110,11.9,43,4.7,18,2.0,3,0.3,0,0.0,0,0.0,38,4.1,8,0.9
1400000US25005651800,25005651800,"Census Tract 6518, Bristol County, Massachusetts",1382,100.0,1155,83.6,227,16.4,1155,100.0,71,6.1,51,4.4,20,1.7,1084,93.9,227,100.0,173,76.2,9,4.0,5,2.2,4,1.8,0,0.0,0,0.0,36,15.9,1155,100.0,71,6.1,70,6.1,61,5.3,2,0.2,1,0.1,0,0.0,0,0.0,3,0.3,3,0.3,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1084,93.9,952,82.4,706,61.1,98,8.5,10,0.9,17,1.5,0,0.0,60,5.2,61,5.3,132,11.4,54,4.7,9,0.8,6,0.5,0,0.0,0,0.0,51,4.4,12,1.0
1400000US25005651900,25005651900,"Census Tract 6519, Bristol County, Massachusetts",932,100.0,825,88.5,107,11.5,825,100.0,160,19.4,112,13.6,48,5.8,665,80.6,107,100.0,63,58.9,3,2.8,4,3.7,8,7.5,0,0.0,0,0.0,29,27.1,825,100.0,160,19.4,148,17.9,51,6.2,24,2.9,4,0.5,0,0.0,0,0.0,42,5.1,27,3.3,12,1.5,7,0.8,1,0.1,0,0.0,0,0.0,0,0.0,4,0.5,0,0.0,665,80.6,452,54.8,177,21.5,61,7.4,7,0.8,5,0.6,1,0.1,132,16.0,69,8.4,213,25.8,84,10.2,12,1.5,3,0.4,0,0.0,0,0.0,91,11.0,23,2.8
1400000US25005652000,25005652000,"Census Tract 6520, Bristol County, Massachusetts",1224,100.0,1098,89.7,126,10.3,1098,100.0,423,38.5,293,26.7,130,11.8,675,61.5,126,100.0,59,46.8,5,4.0,24,19.0,1,0.8,2,1.6,0,0.0,35,27.8,1098,100.0,423,38.5,404,36.8,304,27.7,24,2.2,1,0.1,0,0.0,0,0.0,43,3.9,32,2.9,19,1.7,6,0.5,1,0.1,0,0.0,0,0.0,0,0.0,10,0.9,2,0.2,675,61.5,601,54.7,458,41.7,54,4.9,5,0.5,3,0.3,0,0.0,51,4.6,30,2.7,74,6.7,32,2.9,5,0.5,0,0.0,1,0.1,1,0.1,31,2.8,4,0.4
1400000US25005652100,25005652100,"Census Tract 6521, Bristol County, Massachusetts",1238,100.0,1124,90.8,114,9.2,1124,100.0,603,53.6,419,37.3,184,16.4,521,46.4,114,100.0,43,37.7,3,2.6,17,14.9,4,3.5,7,6.1,0,0.0,40,35.1,1124,100.0,603,53.6,582,51.8,516,45.9,25,2.2,0,0.0,3,0.3,0,0.0,16,1.4,22,2.0,21,1.9,10,0.9,3,0.3,0,0.0,0,0.0,0,0.0,8,0.7,0,0.0,521,46.4,493,43.9,402,35.8,27,2.4,4,0.4,6,0.5,0,0.0,33,2.9,21,1.9,28,2.5,10,0.9,1,0.1,0,0.0,0,0.0,0,0.0,15,1.3,2,0.2
1400000US25005652200,25005652200,"Census Tract 6522, Bristol County, Massachusetts",1238,100.0,1148,92.7,90,7.3,1148,100.0,853,74.3,576,50.2,277,24.1,295,25.7,90,100.0,22,24.4,4,4.4,19,21.1,2,2.2,9,10.0,0,0.0,34,37.8,1148,100.0,853,74.3,839,73.1,775,67.5,24,2.1,3,0.3,2,0.2,0,0.0,19,1.7,16,1.4,14,1.2,8,0.7,1,0.1,0,0.0,0,0.0,0,0.0,5,0.4,0,0.0,295,25.7,278,24.2,246,21.4,4,0.3,0,0.0,5,0.4,0,0.0,9,0.8,14,1.2,17,1.5,10,0.9,1,0.1,0,0.0,0,0.0,0,0.0,6,0.5,0,0.0
1400000US25005652300,25005652300,"Census Tract 6523, Bristol County, Massachusetts",1278,100.0,1184,92.6,94,7.4,1184,100.0,431,36.4,258,21.8,173,14.6,753,63.6,94,100.0,52,55.3,5,5.3,7,7.4,5,5.3,1,1.1,0,0.0,24,25.5,1184,100.0,431,36.4,419,35.4,396,33.4,6,0.5,0,0.0,1,0.1,0,0.0,9,0.8,7,0.6,12,1.0,6,0.5,1,0.1,0,0.0,0,0.0,0,0.0,3,0.3,2,0.2,753,63.6,642,54.2,556,47.0,27,2.3,5,0.4,3,0.3,0,0.0,25,2.1,26,2.2,111,9.4,44,3.7,8,0.7,1,0.1,0,0.0,0,0.0,50,4.2,8,0.7
1400000US25005652400,25005652400,"Census Tract 6524, Bristol County, Massachusetts",1232,100.0,1105,89.7,127,10.3,1105,100.0,398,36.0,234,21.2,164,14.8,707,64.0,127,100.0,83,65.4,1,0.8,3,2.4,3,2.4,4,3.1,1,0.8,32,25.2,1105,100.0,398,36.0,380,34.4,361,32.7,7,0.6,1,0.1,3,0.3,0,0.0,0,0.0,8,0.7,18,1.6,7,0.6,1,0.1,0,0.0,0,0.0,0,0.0,8,0.7,2,0.2,707,64.0,617,55.8,557,50.4,20,1.8,2,0.2,7,0.6,0,0.0,14,1.3,17,1.5,90,8.1,40,3.6,7,0.6,2,0.2,0,0.0,0,0.0,33,3.0,8,0.7
